Date,Time,Condo ID,Crab ID,Outcome,Sex,Color,RI,Status,Shell Hardness,Black Light Fluorescence,Photo ID,Fed (Y/N),Post-molt CW (mm),Post-molt mass (g),Digital RI,Ca (ppm),Notes/Observations
7/8/21,9:32,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0070,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PBGW,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBGW,Removed,M,NA,NA,A,3,L,101-0107,N,NA,NA,NA,NA,Barely fluorescing
7/19/21,10:26,WL,PBGW,Removed,M,NA,5.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBGW,Removed,M,NA,NA,A,3,X,101-0131,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBGY,Removed,F,NA,13,A,3,L,101-0122,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBGY,Removed,F,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBGY,Removed,F,NA,9,A,3,L,101-0142,N,NA,NA,NA,NA,Barely fluorescing 
7/26/21,11:21,WL,PBGY,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBGY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBGY,Removed,F,NA,10,A,3,NA,9:59,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBGY,Removed,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBGY,Removed,F,NA,12,A,3,NA,101-0019,N,NA,NA,NA,NA,Orange blood
8/16/21,15:30,WL,PBGY,Removed,F,NA,12.5,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
8/19/21,8:12,WL,PBGY,Removed,F,NA,11.5,A,3,NA,101-0070,N,NA,NA,NA,NA,bright orange blood
8/23/21,9:40,WL,PBGY,Removed,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,bright orange blood
8/26/21,9:35,WL,PBGY,Removed,F,NA,10,A,3,NA,101-0089,N,NA,NA,NA,NA,6-week mark but not released b/c orange blood and high RI
8/30/21,9:23,WL,PBGY,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,orange blood
9/2/21,10:15,WL,PBGY,Removed,F,NA,8,A,3,NA,101-0011,N,NA,NA,NA,NA,orange blood
7/5/21,NA,CML,PBK,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,"new-66 mm CW, 4 legs missing, no weight"
7/9/21,NA,CML,PBK,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBK,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,new; passive
7/15/21,NA,CML,PBK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active
7/20/21,NA,CML,PBK,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, defensive but not aggressive"
7/23/21,NA,CML,PBK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/22/21,8:50,WL,PBR,Dead,F,NA,6.5,A,3,NA,101-0155,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBR,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,Light orange blood
7/29/21,9:25,WL,PBR,Dead,F,NA,5,A,3,NA,101-0184,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBR,Dead,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBR,Dead,F,NA,5,A,3,NA,101-0213,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBR,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBR,Dead,F,NA,4,A,3,NA,101-0005,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBR,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/19/21,10:26,WL,PBRB,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/22/21,8:50,WL,PBRB,Removed,F,NA,7.5,A,3,L,101-0141,N,NA,NA,NA,NA,Barely fluorescing 
7/26/21,11:21,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBRB,Removed,F,NA,5,A,3,NA,101-0198,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBRB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBRB,Removed,F,NA,7,A,3,NA,9:57,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBRB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBRB,Removed,F,NA,6.5,A,3,NA,101-0018,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBRB,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBRB,Removed,F,NA,6.5,A,3,NA,101-0069,N,NA,NA,NA,NA,tag missing blue (looks like P-RB)
8/23/21,9:40,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBRB,Removed,F,NA,6,A,3,NA,101-0088,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,PBRB,Removed,F,NA,5,A,3,NA,101-0010,N,NA,NA,NA,NA,
7/19/21,10:26,WL,PBRG,Molted,F,NA,11.5,A,3,X,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBRG,Molted,F,NA,6,M,1,L,101-0139,N,NA,NA,NA,NA,Barely fluorescing 
7/22/21,8:50,WL,PBRG2,Dead,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBRG2,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBRG2,Dead,F,NA,4.5,A,3,NA,101-0181,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBRG2,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0211,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0003,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0058,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBRG2,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBRG2,Dead,F,NA,4,A,3,NA,101-0078,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBRG2,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,in same cell as P-BBK
9/2/21,10:15,WL,PBRG2,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
6/18/21,10:38,WL,PBRK,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,PBRK,Removed,M,NA,8.5,A,3,X,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0009,N,NA,NA,NA,NA,Just tips fluorescing
6/28/21,10:12,WL,PBRK,Removed,M,NA,10,A,3,X,NA,N,NA,NA,NA,NA,NA
7/1/21,10:16,WL,PBRK,Removed,M,NA,9,A,3,L,101-0042,N,NA,NA,NA,NA,Tips only
7/5/21,8:58,WL,PBRK,Removed,M,NA,9,A,3,L,NA,N,NA,NA,NA,NA,Just the tips of legs fluorescing
7/8/21,9:32,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0065,N,NA,NA,NA,NA,Just tips fluorescing
7/12/21,14:55,WL,PBRK,Removed,M,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0101,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBRK,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/22/21,8:50,WL,PBRK,Removed,M,NA,NA,A,3,L,101-0128,N,NA,NA,NA,NA,Just tips fluorescing
7/5/21,NA,CML,PBRR,Removed,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,"new-51.5 cw, 2 legs missing, no weight"
7/9/21,NA,CML,PBRR,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,PBRR,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"new; post molt, somewhat aggressive"
7/15/21,NA,CML,PBRR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/20/21,NA,CML,PBRR,Removed,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no halo
7/23/21,NA,CML,PBRR,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/25/21,NA,CML,PBRY,Dead,M,NA,6.5,A,3,NA,yes,N,NA,NA,NA,NA,early halo
6/29/21,NA,CML,PBRY,Dead,M,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,lethargic
7/1/21,NA,CML,PBRY,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,DOA
7/19/21,10:26,WL,PBW,Molted,F,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,Barely tips fluorescing
7/22/21,8:50,WL,PBW,Molted,F,NA,5.5,M,1,L,101-0138,N,NA,NA,NA,NA,Very fluorescent
7/19/21,10:26,WL,PBWB,Removed,F,NA,9,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBWB,Removed,F,NA,8,A,3,L,101-0136,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBWB,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0194,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBWB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBWB,Removed,F,NA,7,A,3,NA,9:50,N,NA,NA,NA,NA,"Camera died, all on Iphone"
8/9/21,9:31,WL,PBWB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBWB,Removed,F,NA,7.5,A,3,NA,101-0015,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBWB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0067,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBWB,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBWB,Removed,F,NA,8,A,3,NA,101-0085,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBWB,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,PBWB,Removed,F,NA,6.5,A,3,NA,101-0008,N,NA,NA,NA,NA,
6/18/21,10:38,WL,PBWG,Dead,F,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,PBWG,Dead,M,NA,7.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PBWG,Dead,M,NA,NA,A,3,L,101-0012,N,NA,NA,NA,NA,Clear fluorescence
6/28/21,10:12,WL,PBWG,Dead,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,Barely flourescing 
7/1/21,10:16,WL,PBWG,Dead,M,NA,NA,A,3,L,101-0038,N,NA,NA,NA,NA,NA
7/5/21,8:58,WL,PBWG,Dead,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,Barely fluorescing
7/8/21,9:32,WL,PBWG,Dead,M,NA,NA,A,3,L,101-0067,N,NA,NA,NA,NA,Maybe ventral surface fluorescing
7/12/21,14:55,WL,PBWG,Dead,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBWG,Dead,M,NA,NA,A,3,L,101-0104,N,NA,NA,NA,NA,Barely fluorescing
7/19/21,10:26,WL,PBWG,Dead,M,NA,5.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBWG,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
6/18/21,10:38,WL,PBWR,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,PBWR,Removed,M,NA,8.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0010,N,NA,NA,NA,NA,NA
6/28/21,10:12,WL,PBWR,Removed,M,NA,3,A,3,L,NA,N,NA,NA,NA,NA,Not a lot of shadowing
7/1/21,10:16,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0039,N,NA,NA,NA,NA,Obvious fluorescence
7/5/21,8:58,WL,PBWR,Removed,M,NA,7.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/8/21,9:32,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0068,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PBWR,Removed,M,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0105,N,NA,NA,NA,NA,Just tips fluorescing
7/19/21,10:26,WL,PBWR,Removed,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBWR,Removed,M,NA,NA,A,3,L,101-0130,N,NA,NA,NA,NA,Barely fluorescing
7/15/21,9:40,WL,PBWW,Removed,F,NA,10.5,A,3,L,101-0121,N,NA,NA,NA,NA,Obvious fluorescence
7/19/21,10:26,WL,PBWW,Removed,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Obvious fluorescence
7/22/21,8:50,WL,PBWW,Removed,F,NA,8.5,A,3,L,101-0149,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBWW,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBWW,Removed,F,NA,8,A,3,NA,101-0207,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBWW,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBWW,Removed,F,NA,8,A,3,NA,10:15,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBWW,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBWW,Removed,F,NA,7,A,3,NA,101-0026,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBWW,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBWW,Removed,F,NA,7,A,3,NA,101-0076,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBWW,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBWW,Removed,F,NA,6.5,A,3,NA,101-0095,N,NA,NA,NA,NA,released (6-week mark)
7/19/21,10:26,WL,PBWY,Dead,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBWY,Dead,F,NA,7,A,3,L,101-0135,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBWY,Dead,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBWY,Dead,F,NA,6.5,A,3,NA,101-0193,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBWY,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBWY,Dead,F,NA,5,A,3,NA,101-0222,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBWY,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBWY,Dead,F,NA,4.5,A,3,NA,101-0014,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBWY,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/12/21,14:55,WL,PBY,Dead,F,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBY,Dead,F,NA,7,A,3,L,101-0102,N,NA,NA,NA,NA,Got beat up & lost tag
7/19/21,10:26,WL,PBY,Dead,F,NA,5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBY,Dead,F,NA,5,A,3,L,101-0129,N,NA,NA,NA,NA,Just tips fluorescing
7/26/21,11:21,WL,PBY,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,Yellow blood
7/29/21,9:25,WL,PBY,Dead,F,NA,5.5,A,3,NA,101-0183,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBY,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PBYB,Dead,F,NA,7.6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PBYB,Dead,F,NA,6,A,3,L,101-0110,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBYB,Dead,F,NA,6.5,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBYB,Dead,F,NA,7,A,3,L,101-0133,N,NA,NA,NA,NA,Just tips fluorescing
7/26/21,11:21,WL,PBYB,Dead,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBYB,Dead,F,NA,5.5,A,3,NA,101-0191,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBYB,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBYB,Dead,F,NA,5.5,A,3,NA,101-0220,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBYB,Dead,F,NA,NA,A,3,NA,NA,N,NA,NA,NA,NA,Could not get blood sample
8/12/21,9:32,WL,PBYB,Dead,F,NA,6,A,3,NA,101-0012,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBYB,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
7/22/21,8:50,WL,PBYK,Removed,F,NA,9.5,A,3,NA,101-0154,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBYK,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,Light orange blood
7/29/21,9:25,WL,PBYK,Removed,F,NA,9,A,3,NA,101-0182,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBYK,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PBYK,Removed,F,NA,5,A,3,NA,101-0212,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PBYK,Removed,F,NA,8,A,3,NA,101-0004,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PBYK,Removed,F,NA,8,A,3,NA,101-0059,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PBYK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PBYK,Removed,F,NA,7.5,A,3,NA,101-0079,N,NA,NA,NA,NA,
8/30/21,9:23,WL,PBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,PBYK,Removed,F,NA,7,A,3,NA,101-0003,N,NA,NA,NA,NA,
7/22/21,8:50,WL,PBYR,Missing,F,NA,13,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBYR,Missing,F,NA,NA,M/MIA,NA,NA,NA,N,NA,NA,NA,NA,MIA
7/15/21,9:40,WL,PBYW,Molted,F,NA,10,A,3,L,101-0123,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PBYW,Molted,F,NA,9,A,3,L,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PBYW,Molted,F,NA,8,A,3,L,101-0143,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,PBYW,Molted,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PBYW,Molted,F,NA,8,A,3,NA,101-0199,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PBYW,Molted,F,NA,5,M,1,NA,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PBYY,Molted,M,NA,NA,A,3,L,101-0032,N,NA,NA,NA,NA,"Milky peach color, shadows, barely fluorescing"
6/28/21,10:55,WL,PBYY,Molted,M,NA,7,M,2,"L,V",NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PGG,Removed,F,NA,8,A,3,L,101-0120,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,PGG,Removed,F,NA,7,A,3,L,101-0147,N,NA,NA,NA,NA,Barely fluorescing 
7/26/21,11:21,WL,PGG,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,PGG,Removed,F,NA,7.5,A,3,NA,101-0205,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,PGG,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,PGG,Removed,F,NA,6,A,3,NA,10:10,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,PGG,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,PGG,Removed,F,NA,6,A,3,NA,101-0025,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,PGG,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,PGG,Removed,F,NA,6,A,3,NA,101-0075,N,NA,NA,NA,NA,
8/23/21,9:40,WL,PGG,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,PGG,Removed,F,NA,5,A,3,NA,101-0094,N,NA,NA,NA,NA,barnacles on shell; released (6-week mark)
6/18/21,10:38,WL,PGR,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,PGR,Removed,M,NA,9.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,PGR,Removed,M,NA,NA,A,3,L,101-0006,N,NA,NA,NA,NA,Very milky & lots of shadows
6/28/21,10:12,WL,PGR,Removed,M,NA,8,A,3,L,NA,N,NA,NA,NA,NA,Good shadowing
7/1/21,10:16,WL,PGR,Removed,M,NA,NA,A,3,L,101-0036,N,NA,NA,NA,NA,Apron cracked
7/5/21,8:58,WL,PGR,Removed,M,NA,8,A,3,L,NA,N,NA,NA,NA,NA,NA
7/8/21,9:32,WL,PGR,Removed,M,NA,NA,A,3,L,101-0064,N,NA,NA,NA,NA,NA
7/12/21,14:55,WL,PGR,Removed,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,PGR,Removed,M,NA,NA,A,3,L,101-0103,N,NA,NA,NA,NA,NA
7/19/21,10:26,WL,PGR,Removed,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,Just tips fluorescing
7/22/21,8:50,WL,PGR,Removed,M,NA,NA,A,3,L,101-0127,N,NA,NA,NA,NA,Barely fluorescing 
8/22/22,10:23,WL,UBBG,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBBG,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBBG,Removed,F,3,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBBG,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBBG,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UBBG,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBBG,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBBG,Removed,F,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBBG,Removed,F,3,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBBG,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBBR,Dead,F,3,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UBBR,Dead,F,1,9,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBBR,Dead,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBBR,Dead,F,2,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UBBR,Dead,F,4,3,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,9:30,WL,UBBR,Dead,F,N/A,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBGK,Removed,F,2,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,11:30,WL,UBGK,Removed,F,3,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBGK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/1/22,10:40,WL,UBGK,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:40,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/9/22,10:15,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/12/22,9:33,WL,UBGK,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/15/22,9:55,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/19/22,9:21,WL,UBGK,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/22/22,10:40,WL,UBGK,Removed,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/22/22,10:23,WL,UBGY,Removed,F,1,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/22,10:00,WL,UBGY,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UBGY,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/29/22,8:25,WL,UGBY,Missing,F,2,5,A,3,NA,NA,N,NA,NA,NA,NA,Originally entered as UBGY Removed
9/1/22,10:40,WL,UBGY,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/6/22,11:00,WL,UBGY,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
